rank,word,part_of_speech,meaning,sentence_example_polish,english_translation,source_reference
360,sobą,,oneself; themselves (instrumental),,,https://en.wiktionary.org/wiki/sob%C4%85
361,bym,conjunction,would (conditional particle),,,https://en.wiktionary.org/wiki/bym
362,miała,,she had,,,https://en.wiktionary.org/wiki/mia%C5%82a
363,przecież,,after all; but,,,https://en.wiktionary.org/wiki/przecie%C5%BC
364,dom,noun,house,,,https://en.wiktionary.org/wiki/dom
365,poza,preposition,"; beyond, out of, outside of",,,https://en.wiktionary.org/wiki/poza
366,zamknij,verb,close; shut (imperative),,,https://en.wiktionary.org/wiki/zamknij
367,byłeś,,you were (masculine),,,https://en.wiktionary.org/wiki/by%C5%82e%C5%9B
368,lubię,,I like,,,https://en.wiktionary.org/wiki/lubi%C4%99
369,oh,,oh (interjection),,,https://en.wiktionary.org/wiki/oh
370,żadnych,,any; none (genitive plural),,,https://en.wiktionary.org/wiki/%C5%BCadnych
371,pomocy,interjection,"help!, help me!",,,https://en.wiktionary.org/wiki/pomocy
372,prawie,particle,almost,,,https://en.wiktionary.org/wiki/prawie
373,gdzieś,,somewhere,,,https://en.wiktionary.org/wiki/gdzie%C5%9B
374,porozmawiać,,to talk; to have a conversation,,,https://en.wiktionary.org/wiki/porozmawia%C4%87
375,wcześniej,,earlier; before,,,https://en.wiktionary.org/wiki/wcze%C5%9Bniej
376,podoba,noun,"pattern, template",,,https://en.wiktionary.org/wiki/podoba
377,zrobię,,I will do; I will make,,,https://en.wiktionary.org/wiki/zrobi%C4%99
378,czekaj,verb,wait (imperative),,,https://en.wiktionary.org/wiki/czekaj
379,dość,,enough; quite,,,https://en.wiktionary.org/wiki/do%C5%9B%C4%87
380,twojego,pronoun,your (masculine genitive),,,https://en.wiktionary.org/wiki/twojego
381,lub,conjunction,"or, and/or",,,https://en.wiktionary.org/wiki/lub
382,moich,pronoun,my (genitive plural),,,https://en.wiktionary.org/wiki/moich
383,razy,adverb,times,,,https://en.wiktionary.org/wiki/razy
384,znasz,verb,you know (someone/something),,,https://en.wiktionary.org/wiki/znasz
385,mały,,small; little,,,https://en.wiktionary.org/wiki/ma%C5%82y
386,ciągle,,constantly; continuously; still,,,https://en.wiktionary.org/wiki/ci%C4%85gle
387,jakby,conjunction,; if,,,https://en.wiktionary.org/wiki/jakby
388,wydaje,verb,it seems; it appears,,,https://en.wiktionary.org/wiki/wydaje
389,mama,noun,"mum, mom, mother",,,https://en.wiktionary.org/wiki/mama
390,powinniśmy,,we should,,,https://en.wiktionary.org/wiki/powinni%C5%9Bmy
391,jeżeli,,if,,,https://en.wiktionary.org/wiki/je%C5%BCeli
392,jack,,Jack (name),,,https://en.wiktionary.org/wiki/jack
393,powinieneś,,you should (masculine),,,https://en.wiktionary.org/wiki/powiniene%C5%9B
394,innego,pronoun,another; other (genitive masculine),,,https://en.wiktionary.org/wiki/innego
395,sprawy,noun,matters; affairs (genitive plural),,,https://en.wiktionary.org/wiki/sprawy
396,rozumiesz,verb,do you understand,,,https://en.wiktionary.org/wiki/rozumiesz
397,trzymaj,verb,hold; keep (imperative),,,https://en.wiktionary.org/wiki/trzymaj
398,końcu,,end (locative),,,https://en.wiktionary.org/wiki/ko%C5%84cu
399,powodu,noun,reason; cause (genitive),,,https://en.wiktionary.org/wiki/powodu
400,jedno,numeral,one (neuter),,,https://en.wiktionary.org/wiki/jedno
401,pamiętasz,,do you remember,,,https://en.wiktionary.org/wiki/pami%C4%99tasz
402,pomysł,,idea,,,https://en.wiktionary.org/wiki/pomys%C5%82
403,noc,noun,"night, nighttime",,,https://en.wiktionary.org/wiki/noc
404,pewien,adjective,certain; sure (masculine),,,https://en.wiktionary.org/wiki/pewien
405,którą,,which; whom (feminine accusative),,,https://en.wiktionary.org/wiki/kt%C3%B3r%C4%85
406,wiemy,verb,we know,,,https://en.wiktionary.org/wiki/wiemy
407,bądź,,be; or (imperative/conjunction),,,https://en.wiktionary.org/wiki/b%C4%85d%C5%BA
408,żebym,,so that I (would),,,https://en.wiktionary.org/wiki/%C5%BCebym
409,numer,noun,number,,,https://en.wiktionary.org/wiki/numer
410,oczy,noun,eyes,,,https://en.wiktionary.org/wiki/oczy
411,lata,noun,years; summers,,,https://en.wiktionary.org/wiki/lata
412,dwie,numeral,two (feminine),,,https://en.wiktionary.org/wiki/dwie
413,miejscu,noun,place (locative),,,https://en.wiktionary.org/wiki/miejscu
414,dokąd,,where to; to where,,,https://en.wiktionary.org/wiki/dok%C4%85d
415,och,interjection,oh!,,,https://en.wiktionary.org/wiki/och
416,pokoju,noun,room (genitive/locative),,,https://en.wiktionary.org/wiki/pokoju
417,chodźmy,,let's go,,,https://en.wiktionary.org/wiki/chod%C5%BAmy
418,ojca,noun,father (genitive/accusative),,,https://en.wiktionary.org/wiki/ojca
419,weź,,take (imperative),,,https://en.wiktionary.org/wiki/we%C5%BA
420,idę,,I am going,,,https://en.wiktionary.org/wiki/id%C4%99
421,samochód,,car,,,https://en.wiktionary.org/wiki/samoch%C3%B3d
422,nowy,adjective,new,,,https://en.wiktionary.org/wiki/nowy
423,jednak,conjunction,however,,,https://en.wiktionary.org/wiki/jednak
424,świat,,world,,,https://en.wiktionary.org/wiki/%C5%9Bwiat
425,źle,,badly; wrong,,,https://en.wiktionary.org/wiki/%C5%BAle
426,którego,,which; whose (genitive masculine/neuter),,,https://en.wiktionary.org/wiki/kt%C3%B3rego
427,niczego,adjective,"decent, alright",,,https://en.wiktionary.org/wiki/niczego
428,oto,particle,here is; here are,,,https://en.wiktionary.org/wiki/oto
429,dwóch,,two (masculine/genitive),,,https://en.wiktionary.org/wiki/dw%C3%B3ch
430,sprawa,noun,"issue, affair, matter, business, thing",,,https://en.wiktionary.org/wiki/sprawa
431,swój,,one's own (masculine nominative),,,https://en.wiktionary.org/wiki/sw%C3%B3j
432,idzie,verb,he/she/it goes; is going,,,https://en.wiktionary.org/wiki/idzie
433,takim,pronoun,such (locative masculine/neuter),,,https://en.wiktionary.org/wiki/takim
434,jedną,,one (feminine accusative),,,https://en.wiktionary.org/wiki/jedn%C4%85
435,wystarczy,verb,it's enough; it will suffice,,,https://en.wiktionary.org/wiki/wystarczy
436,byłam,,I was (feminine),,,https://en.wiktionary.org/wiki/by%C5%82am
437,rano,noun,morning,,,https://en.wiktionary.org/wiki/rano
438,nimi,pronoun,with them (instrumental plural),,,https://en.wiktionary.org/wiki/nimi
439,halo,noun,hello (on phone),,,https://en.wiktionary.org/wiki/halo
440,byś,,you would (conditional),,,https://en.wiktionary.org/wiki/by%C5%9B
441,życiu,,life (locative),,,https://en.wiktionary.org/wiki/%C5%BCyciu
442,całe,,whole; entire (neuter),,,https://en.wiktionary.org/wiki/ca%C5%82e
443,wiedziałem,,I knew (masculine),,,https://en.wiktionary.org/wiki/wiedzia%C5%82em
444,swojego,pronoun,one's own (genitive masculine/neuter),,,https://en.wiktionary.org/wiki/swojego
445,śmierć,,death,,,https://en.wiktionary.org/wiki/%C5%9Bmier%C4%87
446,ręce,,hands,,,https://en.wiktionary.org/wiki/r%C4%99ce
447,musiał,,had to; was obliged to (masculine),,,https://en.wiktionary.org/wiki/musia%C5%82
448,którym,,which (locative/instrumental masculine/neuter),,,https://en.wiktionary.org/wiki/kt%C3%B3rym
449,całą,,whole; entire (feminine accusative),,,https://en.wiktionary.org/wiki/ca%C5%82%C4%85
450,chcą,,they want,,,https://en.wiktionary.org/wiki/chc%C4%85
451,da,interjection,he/she/it will give,,,https://en.wiktionary.org/wiki/da
452,właściwie,,actually; properly,,,https://en.wiktionary.org/wiki/w%C5%82a%C5%9Bciwie
453,zrób,,do; make (imperative),,,https://en.wiktionary.org/wiki/zr%C3%B3b
454,panowie,noun,gentlemen,,,https://en.wiktionary.org/wiki/panowie
455,skoro,conjunction,since,,,https://en.wiktionary.org/wiki/skoro
456,drogi,adjective,"dear, expensive",,,https://en.wiktionary.org/wiki/drogi
457,czujesz,verb,you feel,,,https://en.wiktionary.org/wiki/czujesz
458,dam,verb,I will give,,,https://en.wiktionary.org/wiki/dam
459,pozwól,,let; allow (imperative),,,https://en.wiktionary.org/wiki/pozw%C3%B3l
460,wyglądasz,,you look; you appear,,,https://en.wiktionary.org/wiki/wygl%C4%85dasz
461,jednego,numeral,one (genitive masculine/neuter),,,https://en.wiktionary.org/wiki/jednego
462,jedna,numeral,one (feminine nominative),,,https://en.wiktionary.org/wiki/jedna
463,mówił,,he was saying; said,,,https://en.wiktionary.org/wiki/m%C3%B3wi%C5%82
464,których,,which; whom (genitive/locative plural),,,https://en.wiktionary.org/wiki/kt%C3%B3rych
465,świecie,,world (locative),,,https://en.wiktionary.org/wiki/%C5%9Bwiecie
466,patrz,verb,look (imperative),,,https://en.wiktionary.org/wiki/patrz
467,nikogo,pronoun,nobody; no one (genitive/accusative),,,https://en.wiktionary.org/wiki/nikogo
468,byli,adjective,they were (masculine personal),,,https://en.wiktionary.org/wiki/byli
469,pytanie,noun,question,,,https://en.wiktionary.org/wiki/pytanie
470,swoim,pronoun,one's own (locative/instrumental),,,https://en.wiktionary.org/wiki/swoim
471,której,,which; of which (feminine genitive/locative),,,https://en.wiktionary.org/wiki/kt%C3%B3rej
472,powinienem,verb,I should (masculine),,,https://en.wiktionary.org/wiki/powinienem
473,jezu,,"Jesus (vocative, exclamation)",,,https://en.wiktionary.org/wiki/jezu
474,dać,,to give,,,https://en.wiktionary.org/wiki/da%C4%87
475,rzecz,noun,thing,,,https://en.wiktionary.org/wiki/rzecz
476,powiedziała,,she said,,,https://en.wiktionary.org/wiki/powiedzia%C5%82a
477,powiedziałeś,,you said (masculine),,,https://en.wiktionary.org/wiki/powiedzia%C5%82e%C5%9B
478,najpierw,adverb,"first, firstly, first of all",,,https://en.wiktionary.org/wiki/najpierw
479,sądzę,,I think; I suppose,,,https://en.wiktionary.org/wiki/s%C4%85dz%C4%99
480,prawo,noun,law,,,https://en.wiktionary.org/wiki/prawo
481,matka,noun,mother,,,https://en.wiktionary.org/wiki/matka
482,widzieć,,to see,,,https://en.wiktionary.org/wiki/widzie%C4%87
483,John,,John (proper name),,,https://en.wiktionary.org/wiki/John
484,dr,noun,doctor; Dr.,,,https://en.wiktionary.org/wiki/dr
485,telefon,noun,telephone,,,https://en.wiktionary.org/wiki/telefon
486,podczas,preposition,during,,,https://en.wiktionary.org/wiki/podczas
487,wczoraj,adverb,yesterday,,,https://en.wiktionary.org/wiki/wczoraj
488,śmierci,,death (genitive),,,https://en.wiktionary.org/wiki/%C5%9Bmierci
489,pracę,,work; job (accusative),,,https://en.wiktionary.org/wiki/prac%C4%99
490,pamiętam,,I remember,,,https://en.wiktionary.org/wiki/pami%C4%99tam
491,uważaj,,be careful; watch out,,,https://en.wiktionary.org/wiki/uwa%C5%BCaj
492,parę,,a couple; a few,,,https://en.wiktionary.org/wiki/par%C4%99
493,wrócić,,to return; to come back,,,https://en.wiktionary.org/wiki/wr%C3%B3ci%C4%87
494,diabła,,the devil (genitive/accusative),,,https://en.wiktionary.org/wiki/diab%C5%82a
495,the,,the (English article),,,https://en.wiktionary.org/wiki/the
496,robię,,I do; I make,,,https://en.wiktionary.org/wiki/robi%C4%99
497,zrobiłem,,I did; I made (masculine past),,,https://en.wiktionary.org/wiki/zrobi%C5%82em
498,kobiety,noun,women (plural/genitive),,,https://en.wiktionary.org/wiki/kobiety
499,poważnie,,seriously,,,https://en.wiktionary.org/wiki/powa%C5%BCnie
500,miejsca,noun,places; spots (plural),,,https://en.wiktionary.org/wiki/miejsca
501,znów,,again,,,https://en.wiktionary.org/wiki/zn%C3%B3w
502,cholery,noun,damn; hell (expletive),,,https://en.wiktionary.org/wiki/cholery
503,zrobiłeś,,you did; you made (masculine past),,,https://en.wiktionary.org/wiki/zrobi%C5%82e%C5%9B
504,sprawę,,matter; issue; case (accusative),,,https://en.wiktionary.org/wiki/spraw%C4%99
505,zaczekaj,verb,wait a moment,,,https://en.wiktionary.org/wiki/zaczekaj
506,powiesz,verb,you will say,,,https://en.wiktionary.org/wiki/powiesz
507,rób,,do; make (imperative),,,https://en.wiktionary.org/wiki/r%C3%B3b
508,natychmiast,adverb,"at once, immediately, instantly, right away, straight away",,,https://en.wiktionary.org/wiki/natychmiast
509,dziewczyna,noun,girl,,,https://en.wiktionary.org/wiki/dziewczyna
510,również,,also; as well,,,https://en.wiktionary.org/wiki/r%C3%B3wnie%C5%BC
511,działa,,it works; (they) work,,,https://en.wiktionary.org/wiki/dzia%C5%82a
512,słyszałem,,I heard,,,https://en.wiktionary.org/wiki/s%C5%82ysza%C5%82em
513,pięć,,five,,,https://en.wiktionary.org/wiki/pi%C4%99%C4%87
514,super,adjective,"great, excellent",,,https://en.wiktionary.org/wiki/super
515,swoich,pronoun,your (own); one's own (genitive plural),,,https://en.wiktionary.org/wiki/swoich
516,mówią,,they say; (people) say,,,https://en.wiktionary.org/wiki/m%C3%B3wi%C4%85
517,witam,interjection,welcome,,,https://en.wiktionary.org/wiki/witam
518,całkiem,,quite; pretty,,,https://en.wiktionary.org/wiki/ca%C5%82kiem
519,cokolwiek,pronoun,whatever,,,https://en.wiktionary.org/wiki/cokolwiek
520,witaj,interjection,welcome,,,https://en.wiktionary.org/wiki/witaj
521,gdybym,conjunction,if I (would),,,https://en.wiktionary.org/wiki/gdybym
522,żona,,wife,,,https://en.wiktionary.org/wiki/%C5%BCona
523,prawdę,,the truth (accusative),,,https://en.wiktionary.org/wiki/prawd%C4%99
524,zostaw,verb,leave it (imperative),,,https://en.wiktionary.org/wiki/zostaw
525,bóg,,God,,,https://en.wiktionary.org/wiki/b%C3%B3g
526,wierzę,,I believe,,,https://en.wiktionary.org/wiki/wierz%C4%99
527,szybciej,adverb,faster,,,https://en.wiktionary.org/wiki/szybciej
528,nieźle,,not bad,,,https://en.wiktionary.org/wiki/nie%C5%BAle
529,wielu,pronoun,many; a lot of,,,https://en.wiktionary.org/wiki/wielu
530,inaczej,adverb,"differently, otherwise",,,https://en.wiktionary.org/wiki/inaczej
531,gra,noun,play,,,https://en.wiktionary.org/wiki/gra
532,dopiero,particle,"barely, scarcely, just",,,https://en.wiktionary.org/wiki/dopiero
533,wcale,particle,not at all,,,https://en.wiktionary.org/wiki/wcale
534,pieniędzy,,money (genitive),,,https://en.wiktionary.org/wiki/pieni%C4%99dzy
535,pójdę,,I will go,,,https://en.wiktionary.org/wiki/p%C3%B3jd%C4%99
536,godziny,noun,hours (plural/genitive),,,https://en.wiktionary.org/wiki/godziny
537,wiedział,,(he) knew,,,https://en.wiktionary.org/wiki/wiedzia%C5%82
538,udało,,succeeded; it worked out,,,https://en.wiktionary.org/wiki/uda%C5%82o
539,człowieka,,a man; a person (genitive/accusative),,,https://en.wiktionary.org/wiki/cz%C5%82owieka
540,stać,,to stand; to afford,,,https://en.wiktionary.org/wiki/sta%C4%87
541,wina,noun,"guilt, fault",,,https://en.wiktionary.org/wiki/wina
542,wiecie,verb,you know (plural),,,https://en.wiktionary.org/wiki/wiecie
543,swojej,pronoun,your (own); feminine genitive,,,https://en.wiktionary.org/wiki/swojej
544,poznać,,to get to know; to meet,,,https://en.wiktionary.org/wiki/pozna%C4%87
545,inne,pronoun,other; different (neuter/plural),,,https://en.wiktionary.org/wiki/inne
546,jednym,numeral,one (locative/instrumental),,,https://en.wiktionary.org/wiki/jednym
547,myślałam,,I thought (feminine past),,,https://en.wiktionary.org/wiki/my%C5%9Bla%C5%82am
548,miałam,,I had (feminine past),,,https://en.wiktionary.org/wiki/mia%C5%82am
549,chwili,noun,moment; while (genitive/locative),,,https://en.wiktionary.org/wiki/chwili
550,innych,pronoun,others (genitive/accusative plural),,,https://en.wiktionary.org/wiki/innych
551,dopóki,,as long as; until,,,https://en.wiktionary.org/wiki/dop%C3%B3ki
552,nowa,adjective,new (feminine),,,https://en.wiktionary.org/wiki/nowa
553,kobieta,noun,woman,,,https://en.wiktionary.org/wiki/kobieta
554,nowego,adjective,new (masculine/neuter genitive),,,https://en.wiktionary.org/wiki/nowego
555,miłość,,love,,,https://en.wiktionary.org/wiki/mi%C5%82o%C5%9B%C4%87
556,ziemi,noun,earth; ground (genitive/locative),,,https://en.wiktionary.org/wiki/ziemi
557,inny,adjective,"different, another, other",,,https://en.wiktionary.org/wiki/inny
558,przynajmniej,particle,at least,,,https://en.wiktionary.org/wiki/przynajmniej
559,nasza,pronoun,our (feminine singular),,,https://en.wiktionary.org/wiki/nasza
560,ważne,,important,,,https://en.wiktionary.org/wiki/wa%C5%BCne
561,wiadomość,,message; news,,,https://en.wiktionary.org/wiki/wiadomo%C5%9B%C4%87
562,dolarów,,dollars (genitive plural),,,https://en.wiktionary.org/wiki/dolar%C3%B3w
563,słowa,,words (plural),,,https://en.wiktionary.org/wiki/s%C5%82owa
564,słucham,,I am listening,,,https://en.wiktionary.org/wiki/s%C5%82ucham
565,naszych,pronoun,our (genitive/accusative plural),,,https://en.wiktionary.org/wiki/naszych
566,naszej,pronoun,our (genitive/locative feminine),,,https://en.wiktionary.org/wiki/naszej
567,między,,between; among,,,https://en.wiktionary.org/wiki/mi%C4%99dzy
568,dostać,,to get; to receive,,,https://en.wiktionary.org/wiki/dosta%C4%87
569,czasem,adverb,"every now and then, from time to time, occasionally, sometimes",,,https://en.wiktionary.org/wiki/czasem
570,chciałam,,I wanted (feminine past),,,https://en.wiktionary.org/wiki/chcia%C5%82am
571,jaką,,what; which (feminine accusative),,,https://en.wiktionary.org/wiki/jak%C4%85
572,gówno,,shit (vulgar),,,https://en.wiktionary.org/wiki/g%C3%B3wno
573,brzmi,verb,(it) sounds,,,https://en.wiktionary.org/wiki/brzmi
574,chcemy,verb,we want,,,https://en.wiktionary.org/wiki/chcemy
575,każdego,,every; each (masculine genitive),,,https://en.wiktionary.org/wiki/ka%C5%BCdego
576,raczej,particle,"; rather; fairly, kind of",,,https://en.wiktionary.org/wiki/raczej
577,możliwe,,possible,,,https://en.wiktionary.org/wiki/mo%C5%BCliwe
578,każdym,,each; every (locative/instrumental),,,https://en.wiktionary.org/wiki/ka%C5%BCdym
579,widziałeś,,you saw (masculine),,,https://en.wiktionary.org/wiki/widzia%C5%82e%C5%9B
580,dawaj,verb,come on; give (imperative),,,https://en.wiktionary.org/wiki/dawaj
581,nazywa,verb,(he/she) is called,,,https://en.wiktionary.org/wiki/nazywa
582,powinien,verb,ought; should,,,https://en.wiktionary.org/wiki/powinien
583,zabrać,,to take away,,,https://en.wiktionary.org/wiki/zabra%C4%87
584,dziewczyny,noun,girls (plural),,,https://en.wiktionary.org/wiki/dziewczyny
585,miałeś,,you had (masculine),,,https://en.wiktionary.org/wiki/mia%C5%82e%C5%9B
586,chłopaki,,boys; guys,,,https://en.wiktionary.org/wiki/ch%C5%82opaki
587,doktorze,noun,doctor (vocative address),,,https://en.wiktionary.org/wiki/doktorze
588,potrzebuje,verb,(he/she/it) needs,,,https://en.wiktionary.org/wiki/potrzebuje
589,zgadza,verb,(he/she/it) agrees,,,https://en.wiktionary.org/wiki/zgadza
590,zrobimy,verb,we will do; we will make,,,https://en.wiktionary.org/wiki/zrobimy
591,godzin,noun,hours (genitive plural),,,https://en.wiktionary.org/wiki/godzin
592,ostatni,adjective,"last, final, ultimate",,,https://en.wiktionary.org/wiki/ostatni
593,wieczór,,evening,,,https://en.wiktionary.org/wiki/wiecz%C3%B3r
594,świata,,world (genitive),,,https://en.wiktionary.org/wiki/%C5%9Bwiata
595,serce,noun,heart,,,https://en.wiktionary.org/wiki/serce
596,martw,verb,worry (imperative); martw się = worry,,,https://en.wiktionary.org/wiki/martw
597,wielki,adjective,"great, large",,,https://en.wiktionary.org/wiki/wielki
598,powrotem,noun,back; return (instrumental),,,https://en.wiktionary.org/wiki/powrotem
599,żyć,,to live,,,https://en.wiktionary.org/wiki/%C5%BCy%C4%87
600,one,pronoun,they;,,,https://en.wiktionary.org/wiki/one
